,frequ,nkill,latitude,longitude,country
Mlada Bosna,1.0,0.0,42.880888,20.867213,Kosovo
Red June,1.0,0.0,33.843435,35.498884000000004,Lebanon
Marwan Al-Qawasimi and Amir Abu-Ayshah Group,1.0,0.0,32.002823,35.113728,West Bank and Gaza Strip
Zulu Miners,1.0,1.0,-26.325840000000003,27.452877,South Africa
Democratic Progressive Party,1.0,0.0,25.091075,121.55983400000001,Taiwan
Youth of the Star,1.0,0.0,25.764367,-80.20152900000001,United States
Ujjan Tribe,1.0,10.0,27.528896000000003,68.759819,Pakistan
Derna Mujahideen Shura Council,1.0,0.0,32.786243,21.954232,Libya
Croatian Militia,1.0,41.0,45.3433333,18.999722199999997,Croatia
Gathering to Aid the Oppressed,1.0,3.0,35.456432,36.059241,Syria
Civic Guard,1.0,1.0,6.547306,-71.00223100000001,Colombia
Jumuiya ya Taasisi za Kiislam (Community of Muslim Organizations),1.0,3.0,-3.365789,36.67445,Tanzania
Shahin (Falcon),1.0,0.0,38.030161,46.356069,Iran
Extreme Right Commando Brigade,1.0,6.0,13.692879999999999,-89.199161,El Salvador
Porattom,1.0,0.0,10.850516,76.27108299999999,India
Union Du People Corse,1.0,0.0,41.918956,8.738362,France
Relatives of terrorist,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Raskamboni Movement,1.0,1.0,-0.363973,42.546043,Somalia
Sudanese Rebels,1.0,11.0,10.464831,23.294654,Central African Republic
National Liberation Army (Nepal),1.0,0.0,27.717245000000002,85.323961,Nepal
Lebanese Terrorist Group,1.0,0.0,46.669097,11.163979,Italy
Revolutionary Autonomous Group,1.0,0.0,38.725299,-9.150036,Portugal
Anti-Bhutto demonstrators,1.0,0.0,31.554606,74.357158,Pakistan
Anti-Capitalist Action,1.0,0.0,37.97918,23.716647000000002,Greece
Jewish Defenders,1.0,0.0,33.835848999999996,-118.340629,United States
Hells Angels,1.0,0.0,55.603331000000004,13.001303,Sweden
Tolib Ayombekov loyalists,1.0,1.0,36.727742,71.611447,Tajikistan
Tehrik-e-Nifaz-e-Aman Balochistan-Jhalawan Brigade (TNAB-Jhalawan Brigade),1.0,0.0,27.8,66.616667,Pakistan
The War That Was Never Declared,1.0,0.0,38.000367,23.797833999999998,Greece
Islamic Renewal Movement,1.0,0.0,30.322046999999998,35.478358,Jordan
Bosnian Croats,1.0,0.0,43.3433333,17.8080556,Bosnia-Herzegovina
Free Nasserite Revolutionaries,1.0,12.0,33.888628999999995,35.495478999999996,Lebanon
Iranian Militants,1.0,0.0,29.365,48.001389,Kuwait
Worldwide Organization of Native Taiwanese,1.0,1.0,33.835848999999996,-118.340629,United States
National Youth Service of Zimbabwe,1.0,0.0,-18.533157,27.549584999999997,Zimbabwe
civil guards,1.0,1.0,-4.324639,15.322157,Zaire
Christian Group for the Respect for Life,1.0,0.0,14.624422000000001,-90.53288,Guatemala
Sirri Powz,1.0,0.0,35.804295,69.287754,Afghanistan
People's Information Group,1.0,0.0,12.136389,-86.251389,Nicaragua
Nuclear Liberation Front,1.0,0.0,37.675245000000004,-121.757829,United States
Kouweikhat Group,1.0,1.0,34.575398,36.089776,Lebanon
Revolutionary Headquarters (Turkey),1.0,3.0,40.955278,29.093333,Turkey
Kuki Unification Frontal Organization (KUFO),1.0,1.0,24.604049,93.682965,India
Liberation Battalion,1.0,1.0,33.888628999999995,35.495478999999996,Lebanon
Liwa al-Tawhid,1.0,0.0,36.211683,37.1473,Syria
Martyrs Halim Group,1.0,0.0,31.995965,35.27111,West Bank and Gaza Strip
Zawiya Martyrs Brigade,1.0,0.0,31.963959000000003,20.092233,Libya
The Unit of the Chemical Weapons Martyrs,1.0,6.0,39.921884000000006,32.844882,Turkey
Dignity Command,1.0,0.0,-16.500194,-68.150162,Bolivia
Action Struggle Against the World,1.0,0.0,53.553813,9.991586,West Germany (FRG)
Sovereign Panama Patriotic Front,1.0,0.0,8.994269000000001,-79.518792,Panama
Martyr Sami al-Ghul Brigades,1.0,0.0,31.522694,34.595581,Israel
Abu Baker Martyr Group,1.0,0.0,32.986340000000006,35.754636,Israel
Father of the Poor,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Bodo People's Front (BPF),1.0,1.0,26.588159,90.472791,India
Census Opponents,1.0,0.0,51.045668,7.019178,West Germany (FRG)
Al-Zintan Revolutionaries' Military Council,1.0,21.0,32.066463,12.694044,Libya
Nicaraguan Counter Revolutionaries (group unk),1.0,0.0,14.0833,-87.2167,Honduras
Red Patriots Group,1.0,0.0,43.2951,-0.370797,France
Anti-Yanukovych extremists,1.0,0.0,49.9935,36.230383,Ukraine
Guerrilla Command Force 97,1.0,0.0,15.487222000000001,-91.034722,Guatemala
Organization of Mauritanian Nationalists,1.0,1.0,41.89052,12.494249,Italy
Civil Servants and Unionists,1.0,0.0,-3.7322699999999998,-38.526529,Brazil
National Republican Alliance Party,1.0,6.0,13.7913889,-87.7166667,El Salvador
Support of Ocalan-The Hawks of Thrace,1.0,0.0,41.11887,25.405528,Greece
nationalist students,1.0,4.0,26.172116,68.835918,Pakistan
All Kamatapur Liberation Force,1.0,0.0,26.65125,90.639045,India
Syrian Democratic Forces (SDF),1.0,0.0,36.535284999999995,37.967865,Syria
Asylum Seekers,1.0,0.0,51.339673,12.371364,Germany
Asif Raza Commandos,1.0,5.0,22.572646,88.363895,India
Lehava,1.0,0.0,31.777493,35.235799,West Bank and Gaza Strip
All Assam Revolutionary Army (AARA),1.0,0.0,26.727062,93.147992,India
Guadalcanal Liberation Front (GLF),1.0,1.0,-9.584336,160.155603,Solomon Islands
Wild Freedom,1.0,0.0,38.054956,23.807655,Greece
Convention of Liberal Reformers (CLR),1.0,4.0,-1.826427,13.014555999999999,Gabon
Tiwa Liberation Army,1.0,0.0,26.434649,90.865887,India
Anti-Communist Command (KAK),1.0,0.0,-6.2088209999999995,106.846046,Indonesia
Harakat Ansar Iran (HAI),1.0,3.0,25.291944,60.64305600000001,Iran
Movement for Democracy and Development (MDD),1.0,0.0,14.119309,15.313451999999998,Chad
Martyrs of Saad Sayel,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Naga Students Federation,1.0,0.0,25.906267,93.72759,India
Friends of Loukanikos,1.0,0.0,52.394193,13.07269,Germany
Hawaiian extremists,1.0,1.0,21.402222000000002,-157.739444,United States
PORE,1.0,0.0,42.262968,3.174805,Spain
Banyamulenge rebels,1.0,37.0,-2.9227830000000004,28.525221000000002,Democratic Republic of the Congo
Namchong-Nyon Students,1.0,0.0,35.159545,126.852601,South Korea
Supporter of Bhutto,1.0,0.0,33.600398999999996,73.043426,Pakistan
Organization for the Defense of Detainees Rights,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Congolese Armed Patriotic Group,1.0,15.0,-4.258005000000001,15.272369,People's Republic of the Congo
Student Militants,1.0,0.0,12.136389,-86.251389,Nicaragua
Nordic Resistance Movement,1.0,0.0,57.691874,11.955757,Sweden
Village League,1.0,0.0,31.766496000000004,35.21172,Israel
Mazdoor Kisan Sangram Samiti (MKSS),1.0,4.0,25.077604,84.91475200000001,India
Dima Hasao National Army,1.0,0.0,25.339225,93.132892,India
Ana Maria Martinly August 22 Brigade,1.0,1.0,-34.51048,-58.496391,Argentina
Communist Fighting Detachments,1.0,0.0,41.89052,12.494249,Italy
Union for Peace in Central Africa (UPC),1.0,10.0,5.739893,20.053898999999998,Central African Republic
Jaish Tahkim al-Din,1.0,3.0,32.089724,20.122414000000003,Libya
Tela Mohammed,1.0,0.0,34.533056,69.166111,Afghanistan
Red Tribune,1.0,0.0,6.643708,-73.653621,Colombia
Niger Delta extremists,1.0,0.0,4.48767,5.743212000000001,Nigeria
Vanguard of Red Youth (AKM),1.0,0.0,55.75,37.616667,Russia
Militant Welsh,1.0,0.0,51.601152,-3.3498910000000004,United Kingdom
Afghan Revolutionary Front,1.0,0.0,48.856614,2.3522220000000003,France
Supporters of President J-B Aristide,1.0,0.0,19.757777800000003,-72.2041667,Haiti
Former Student Hostel,1.0,0.0,24.893379,67.028061,Pakistan
Right-Wing Youths,1.0,0.0,54.097205,13.387986999999999,Germany
Groups Seeking Independence,1.0,0.0,42.697426,9.450103,France
Armed Nucleus of Communist Workers,1.0,0.0,45.070562,7.686619,Italy
Iraqi Liberation Army,1.0,66.0,33.888628999999995,35.495478999999996,Lebanon
Lama Group,1.0,0.0,25.502474,89.95687099999999,India
Rival Parts,1.0,2.0,7.939525,81.000963,Sri Lanka
Human Rights Defence Committee,1.0,0.0,14.0833,-87.2167,Honduras
Organization for the Liberation of France from Jewish Occupation,1.0,0.0,48.856614,2.3522220000000003,France
All-Party Students Union,1.0,1.0,26.029791,88.455961,Bangladesh
Young Officer Union of the New Generation and Reformist Armed Forces of the Philippines (YOU-RAFP),1.0,0.0,14.593587,120.994294,Philippines
Evangelical Christians,1.0,8.0,16.784013,-92.68963199999999,Mexico
Aniban ng Ayaw sa Komunista (ANAK) ,1.0,0.0,16.227832,122.064291,Philippines
Black Mambas,1.0,0.0,-15.415393,28.284353999999997,Zambia
Rival Bangledesh Chhatra League Faction,1.0,1.0,22.347537,91.812332,Bangladesh
Somali Patriotic Movement,1.0,0.0,-0.357077,42.546636,Somalia
Krikapi Indians,1.0,0.0,-5.8311589999999995,-47.067679,Brazil
Allied Democratic Forces of Guinea (RDFG),1.0,30.0,9.189160000000001,-10.098654,Guinea
National Defense Youth Corps,1.0,0.0,35.685826,139.756684,Japan
Kaitseliit Paramiltary Group,1.0,0.0,59.262356999999994,23.874173000000003,Estonia
Resistance Cell,1.0,0.0,37.97918,23.716647000000002,Greece
Sindhudesh Revolutionary Army (SRA),1.0,0.0,24.861745000000003,67.33144399999999,Pakistan
Ruminahui Front,1.0,0.0,-0.18143900000000002,-78.46726600000001,Ecuador
"Anti Somoza Gp, name unk",1.0,0.0,13.85369726,-85.59315364,Nicaragua
Organization Alliance of Cuban Intransigence,1.0,0.0,25.721293,-80.268664,United States
Black Forest Command,1.0,0.0,14.596051000000001,120.97866599999999,Philippines
Abu Baker al-Siddiq Brigade,1.0,0.0,32.898763,13.175463,Libya
Revolutionary Communist Centre (RCC),1.0,0.0,24.970643,84.97040600000001,India
Islamic Golden Army,1.0,0.0,50.111445,8.680615,Germany
Guards of the Fighting Proletariat,1.0,0.0,45.463681,9.188171,Italy
National Liberation Movement Party,1.0,1.0,14.971912,-89.529025,Guatemala
Republican Action Against Drugs (RAAD),1.0,0.0,54.99451,-7.319996000000001,United Kingdom
Organization 544,1.0,0.0,27.530520000000003,-99.48005,United States
Sons of the Gestapo,1.0,1.0,33.014992,-113.352173,United States
Pacific Popular Front,1.0,0.0,-31.952854,115.857339,Australia
Black African Vigilantes,1.0,11.0,16.273971,-0.041066000000000005,Mali
Terena Indians,1.0,0.0,-16.465735000000002,-54.638748,Brazil
Charlot Jacquelin Militant Front,1.0,0.0,18.5391667,-72.335,Haiti
National Bolshevik Party (Partiya Natsionalnikh Bolshevikov - PNB),1.0,0.0,56.946203000000004,24.104287,Latvia
Amazonas Liberation Front,1.0,0.0,-2.450775,-54.700964,Brazil
Motherland Party,1.0,1.0,40.06915,29.23034,Turkey
Island Brigade (Libya),1.0,1.0,30.756584999999998,20.223885,Libya
Yich Telga,1.0,0.0,14.609856,-61.06873100000001,Martinique
Uighur Liberation Organization,1.0,2.0,43.254697,76.912617,Kazakhstan
Smugglers and Elephant Poachers,1.0,5.0,24.466151999999997,75.44175600000001,India
Politico-Military Revolutionary Command,1.0,0.0,-14.063467000000001,-75.729381,Peru
Uganda Federal Army,1.0,1.0,0.350848,32.580224,Uganda
Dnester region guerrilas,1.0,5.0,46.846321,29.453744,Moldova
The Islamic Revolution to Liberate Palestine,1.0,2.0,32.434788,34.92157,Israel
Action Front Nationalist Librium,1.0,0.0,52.069858,4.291111,Netherlands
Unk Iranian Guerrillas,1.0,0.0,37.974156,44.308127,Iran
Workers' Forces of Liberation,1.0,0.0,4.5981,-74.07603,Colombia
Left wing activists,1.0,0.0,13.692879999999999,-89.199161,El Salvador
Saraya al-Mukhtar,1.0,1.0,26.143685,50.60289,Bahrain
Costa Rican Peoples' Army (EPC),1.0,0.0,10.63065,-85.440079,Costa Rica
Azerbaijan Weapons Smugglers,1.0,0.0,41.541278999999996,45.027699,Georgia
Fatherland for the Poor,1.0,0.0,-33.469115,-70.641997,Chile
International Movement of the Prolitariat,1.0,0.0,10.502961,-66.917253,Venezuela
Core Conspirators for the Extension of Chaos (Núcleo de Conspiradores por la Extensión de Kaos),1.0,0.0,-34.6037,-58.381503,Argentina
Revolutionary Action Groups,1.0,0.0,41.89052,12.494249,Italy
Pro-Government Students,1.0,2.0,23.811388,90.41210600000001,Bangladesh
Juarez Cartel (Carrillo-Fuentes / Mexico),1.0,0.0,25.426724,-100.995425,Mexico
Ukrainian Liberation Front,1.0,0.0,50.054689,5.523866,Belgium
Serb demonstrators,1.0,0.0,44.8727778,18.8083333,Bosnia-Herzegovina
South Ossetian Extremists,1.0,0.0,41.709981,44.792998,Georgia
Kenyan rebels from Uganda,1.0,2.0,0.755867,34.505584000000006,Kenya
GN-95,1.0,0.0,52.229676,21.012229,Poland
Breton Terrorist,1.0,0.0,48.856614,2.3522220000000003,France
Jharkhand Bachao Aandolan,1.0,0.0,24.002087,85.37773,India
Confederation of Iranian Students/National Union (CISNU),1.0,0.0,41.89052,12.494249,Italy
Salafi Daawa Group,1.0,1.0,35.390412,0.149499,Algeria
Anti-Communist rebels,1.0,2.0,-25.891968,32.605135,Mozambique
National Socialist Council of Nagaland-Unification (NSCN-U),1.0,0.0,24.3262,94.0006,India
Al-Jihad (Pakistan),1.0,0.0,25.831963000000002,62.694491000000006,Pakistan
Sharp Sword Organization,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Algerian Mujahideen for Muslims,1.0,0.0,36.262615000000004,6.69435,Algeria
Commandos for the Defense of Western Civilization,1.0,0.0,38.725299,-9.150036,Portugal
National Front (Greece),1.0,0.0,37.97918,23.716647000000002,Greece
Orde Boerevoik,1.0,0.0,-26.177929000000002,27.974858,South Africa
Chilean Committee of Support for the Peruvian Revolution,1.0,0.0,-33.469115,-70.641997,Chile
Panthic Committee,1.0,0.0,30.559340000000002,76.699191,India
Guajajara Tribe,1.0,0.0,-14.993215,-38.998418,Brazil
September 17 Organization,1.0,0.0,33.867394,35.490393,Lebanon
Salah al-Din Squad,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Armed Proletariat Fighting Squad,1.0,0.0,45.070562,7.686619,Italy
October Third Movement,1.0,0.0,41.89052,12.494249,Italy
BAY Bombers,1.0,0.0,37.805065,-122.27302399999999,United States
Rezi Rezai International Brigades,1.0,0.0,48.856614,2.3522220000000003,France
Communist Fighting Corunim- Maria Anna Maria,1.0,0.0,44.49419,11.346518,Italy
Venceremos,1.0,0.0,10.502961,-66.917253,Venezuela
Workers' Revolutionary Party,1.0,1.0,-16.500194,-68.150162,Bolivia
Command for National Sovereignty,1.0,0.0,10.063506,-69.334722,Venezuela
Agudat Israel Party,1.0,0.0,31.730664,34.993044,Israel
Free Vietnam Movement,1.0,0.0,13.727035,100.52588100000001,Thailand
Jeay Sindh Qaumi Mahaz (JSQM),1.0,0.0,27.685909000000002,68.886484,Pakistan
Popular Army for the Restoration of Democracy (APRD),1.0,1.0,7.478233,15.602192,Central African Republic
Diyala Salvation Council,1.0,15.0,33.773348999999996,45.14945,Iraq
Bangsamoro National Liberation Army,1.0,0.0,7.216674,124.25,Philippines
Kisii Activists,1.0,4.0,-1.006268,34.87897,Kenya
Abu Bakr Unis Jabr Brigade,1.0,1.0,31.20475,16.587419,Libya
Cuban Secret Army,1.0,0.0,40.712784,-74.005941,United States
Action Group for Communism,1.0,0.0,38.725299,-9.150036,Portugal
Committee for the Defense of Italian Workers in France,1.0,0.0,48.856614,2.3522220000000003,France
Movement for Self-Determination,1.0,1.0,42.309409,9.149022,France
Medfaiyah Wal-Sewarigh Brigade,1.0,0.0,32.887714,13.184319,Libya
Disgruntled Petroecuador workers,1.0,0.0,-0.18143900000000002,-78.46726600000001,Ecuador
Wahhabi Movement,1.0,1.0,44.0572222,17.450833300000003,Bosnia-Herzegovina
Hanchongryun,1.0,0.0,37.566534999999995,126.97796899999999,South Korea
Roberto Santucho Revolutionary Group,1.0,0.0,9.933333,-84.083333,Costa Rica
Islamic Movement of Martyrs,1.0,1.0,32.1012,20.085276,Libya
Al-Qaida in Lebanon,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Committee for the Safeguard of the Islamic Revolution,1.0,0.0,48.856614,2.3522220000000003,France
Syrian Terror,1.0,0.0,31.950001,35.933331,Jordan
Brazilian Democratic Mobilization Party (PMBD),1.0,0.0,-9.975727000000001,-67.824843,Brazil
Sunni Resistance Committees in Lebanon (SRCL),1.0,0.0,33.815146,35.853264,Lebanon
Tonino Micciche Workers Nucleus,1.0,0.0,45.070562,7.686619,Italy
Kurdish Oppositionists,1.0,8.0,35.31495,46.99883,Iran
National Front for the Liberation of Belgium,1.0,1.0,50.850335,4.351685,Belgium
People's National Liberation Movement,1.0,0.0,15.387523000000002,-92.188247,Mexico
Sayfullakh,1.0,3.0,42.815929,47.116558000000005,Russia
Striking Minors Group,1.0,0.0,-16.500194,-68.150162,Bolivia
Revolutionary Christians of the Cedars,1.0,44.0,34.438094,35.830837,Lebanon
Northern Epirus Liberation Front (MAVI),1.0,0.0,37.97918,23.716647000000002,Greece
National Socialist Liberation Front,1.0,0.0,34.053490000000004,-118.245319,United States
World Punishment Organization,1.0,0.0,46.198392,6.142296,Switzerland
Turks of Western Thrace,1.0,0.0,40.848815,25.873186999999998,Greece
Falangist Security Group,1.0,0.0,48.856614,2.3522220000000003,France
Tawheedul Islam,1.0,1.0,34.012597,71.30606800000001,Pakistan
Association of Students and Pupils in Mali (AEEM),1.0,0.0,12.644684,-8.003767999999999,Mali
Al-Saadawi Militia,1.0,0.0,32.816841,13.266885999999998,Libya
Chinese Mafia,1.0,1.0,-22.908278,-43.197026,Brazil
Liwa al-Sham,1.0,0.0,33.501915000000004,36.278143,Syria
Black Hawks (Anti-Wahhabists),1.0,0.0,43.484122,43.627361,Russia
Boz-Ok (Grey Arrow),1.0,1.0,37.924678,40.211448,Turkey
Supreme Islamic Council,1.0,1.0,33.888763,35.492016,Lebanon
Sisters in Arms,1.0,0.0,45.463681,9.188171,Italy
Islamic Liberation Organization,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Sons of the South (Shiite Muslim Group),1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Matan Abdulle,1.0,5.0,2.0807189999999998,45.343315000000004,Somalia
Socialist Recovery Movement,1.0,0.0,-33.469115,-70.641997,Chile
Free Democratic People's Government of Laos,1.0,0.0,17.965664,102.62303399999999,Laos
Revolutionary Arab Youth Organization,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Territorial Armed Groups for Communism,1.0,0.0,45.463681,9.188171,Italy
Delta Democratic Militia,1.0,0.0,5.5,5.983333,Nigeria
July 14 Movement,1.0,0.0,33.888628999999995,35.495478999999996,Lebanon
Kawal ng Pilipinas (Soldier of the Philippines),1.0,0.0,14.579944,120.983056,Philippines
Four Martyrs Brigade,1.0,2.0,34.197004,36.353367999999996,Lebanon
Kyongbuk University Dental College Students,1.0,0.0,37.566534999999995,126.97796899999999,South Korea
Commando Internacionalista Simon Bolivar,1.0,0.0,19.432608,-99.133207,Mexico
Armed People's Units,1.0,0.0,41.014061,28.960465000000003,Turkey
Tehrik-e-Hurriyat (TeH),1.0,0.0,33.734268,75.151362,India
Japan Socialist Youth League of the Revolutionary Workers' Association,1.0,3.0,26.22853,127.68911000000001,Japan
New Ugandan Army,1.0,1.0,1.427355,31.348445,Uganda
Group for a Strong Revolutionary Movement,1.0,0.0,49.395084000000004,8.534673,Germany
Cuban extremists,1.0,0.0,25.721293,-80.268664,United States
Islamic Swords of Justice in the Land of Ribat,1.0,0.0,31.522561,34.453593,West Bank and Gaza Strip
Achik Tiger Force,1.0,0.0,25.516883,90.202877,India
Seiji Kesha Kokuyukai,1.0,0.0,36.321909000000005,139.00329399999998,Japan
Barq al-Nasser Brigade,1.0,0.0,32.898763,13.175463,Libya
Movement of the Revolutionary Left (MIR) (Venezuela),1.0,0.0,10.502961,-66.917253,Venezuela
Zairian Dissidents,1.0,13.0,-19.974932,33.397701,Mozambique
"Ultra Nationalist Group, name not given",1.0,0.0,35.685826,139.756684,Japan
Organization of Mujahadin of Islam,1.0,1.0,51.500152,-0.126236,United Kingdom
Mawlawi and Mansour Group,1.0,1.0,34.438094,35.830837,Lebanon
Future movement (Lebanon),1.0,2.0,33.789033,35.480734999999996,Lebanon
Group of Carlo Giuliani,1.0,0.0,37.97918,23.716647000000002,Greece
June 16 Organization,1.0,0.0,38.369358,27.192864,Turkey
Socialist Chhatra League,1.0,1.0,23.811388,90.41210600000001,Bangladesh
Hector Rio De Brigade,1.0,4.0,18.5391667,-72.335,Haiti
Jharkhand Kranti Raksha Dal (Utari Chotanagpur),1.0,0.0,23.997574,85.359349,India
Communist Nuclear,1.0,1.0,45.463681,9.188171,Italy
Niger Delta Volunteers (NDV),1.0,0.0,4.903992,7.714160000000001,Nigeria
Uganda Federal Democratic Alliance (UFEDA),1.0,1.0,0.354865,32.752014,Uganda
South East Antrim Brigade,1.0,0.0,54.729018999999994,-5.808628,United Kingdom
National Renewal Party,1.0,0.0,-33.516667,-70.766667,Chile
